"Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","S1.8","S1.9","S1.10","S1.11","S1.12","S1.13","S1.14","S1.15","S1.16","S1.17","S1.18","S1.19","S1.20","S1.21","S1.22","S1.23","S1.24","S1.25","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"sp|Q9UBQ0|VPS29_HUMAN",1907942.739,1791575.555,13800000,13300000,1031157.006,1400555.707,8903574.603,7577585.993,4753747.47,4714513.143,8361436.124,6882415.985,4362030.396,3811992.76,3887956.636,3376725.747,4927695.578,4106295.942,7999924.285,8821700.877,4368018.72,5215362.785,4965681.544,6243368.022,3452505.613,4387169.375,8640184.277,9160036.569,2681384.988,2876968.225,3187902.206,3159532.368,0.446,1.648,0.933116,0.799474,0.818573,0.928639467114124,0.926031398530771,0.815065280072441
"sp|O00571|DDX3X_HUMAN;sp|Q9NQI0|DDX4_HUMAN",6084190.775,3593421.483,11400000,11500000,1051860.017,1282815.83,7558254.414,7574498.798,4431739.489,4524896.597,15200000,13100000,8769276.164,8025840.806,8726448.707,8432855.407,15500000,15700000,8711062.203,8669786.169,4768125.875,4407953.989,6985617.293,7416566.689,5653717.351,6278958.311,9003602.539,8918674.538,1531269.721,1532533.973,1e+07,9600878.106,0.544,1.6469,0.933469,0.799648,0.81851,0.929024306434255,0.926415926926407,0.815003181612973
"sp|Q9Y2Z0|SUGT1_HUMAN",473015.9163,499049.3468,4198000.714,3809606.4,577412.0337,602043.0122,2071936.782,2112698.728,1316080.05,1649890.168,4489477.733,3130082.364,1204253.366,962466.4631,1261831.594,1268581.644,1345424.125,1486037.46,2086462.449,1976207.923,1180098.949,1092455.01,1431160.447,1544661.632,1732509.794,1646536.227,2743325.968,2800280.24,587253.1738,647239.9738,1600250.043,1530678.842,0.434,1.6465,0.933597,0.799711,0.818487,0.929160054527164,0.926551585126867,0.814980527461539
"sp|Q8N3J6|CADM2_HUMAN",1479210.319,1145955.658,66400000,76900000,828069.8332,727957.2546,52100000,46700000,31200000,32500000,2.2e+07,19700000,9961651.923,8722344.602,1663552.628,1075154.561,2769421.246,2065371.375,48800000,52400000,26600000,30600000,2.8e+07,28800000,1153879.584,1604208.466,50300000,54800000,10200000,10800000,5393018.412,5574361.036,1.111,1.6452,0.934014,0.799917,0.818413,0.929600028793332,0.92699127092815,0.814906634390972
"sp|P06681|CO2_HUMAN",525937.2537,327939.7584,809375.4197,974482.048,178376.5009,220557.2076,248346.314,224855.6704,44403.7986,41989.2869,1110257.409,1049922.633,1514764.607,814866.6592,287619.9637,256311.8671,241411.0679,223713.0225,333410.2318,331685.5185,89114.8629,94281.2578,233892.4573,208491.2644,137132.8142,133612.0423,222107.0155,259442.7976,103451.5988,114473.8536,163596.5531,240138.0395,-0.612,-1.6451,0.044135,0.835724,0.01412,0.0402341255829812,0.0402227160763138,0.012645357271557
"sp|O43447|PPIH_HUMAN",277295.4377,274820.343,770347.8383,686865.6082,152667.5052,174307.4114,390470.7201,402389.085,313518.0143,286007.8673,1127956.457,1160278.092,1037136.795,900926.0606,1606788.233,1353877.903,1650443.55,1447741.625,403592.6312,438015.7621,283788.4662,332155.92,395645.8916,336824.0915,447107.9439,416890.7203,568926.3734,633196.5853,172913.3463,212103.5064,515697.5737,504030.8019,0.491,1.6426,0.934849,0.800329,0.818263,0.930494991187721,0.927885555578275,0.8147576091565
"sp|P09012|SNRPA_HUMAN",293287.8495,173292.5394,468995.5991,511446.6555,82032.3293,70599.1267,358154.1737,449888.2545,146070.9031,126333.3416,2558308.142,2065596.397,687370.7022,570132.9647,1426049.874,1508083.719,1750725.782,1923277.544,453608.1441,428638.7954,164764.3135,180758.7355,324686.5152,232847.8525,377821.9567,417503.5359,157948.706,164287.0904,184856.4312,74314.7713,407333.6118,300421.3917,0.698,1.6425,0.934881,0.800344,0.818257,0.930528871181467,0.927919412213068,0.814751844535167
"sp|Q9C0E8|LNP_HUMAN",935694.9475,753420.8394,4516030.539,4653283.847,336196.3539,634512.7549,2842570.39,2785766.501,1223976.478,1214869.867,3084592.321,2352693.004,1076320.341,922715.0461,2542784.218,2231374.426,3451917.594,3660349.821,3557242.84,3854353.82,1784972.71,1949094.799,2664795.739,2864829.668,1439398.329,1606084.735,2725799.148,2973954.065,585967.0883,565419.4345,1831897.93,1830460.858,0.47,1.6404,0.935558,0.800677,0.818135,0.931255434520722,0.928645391929796,0.814630216666441
"sp|P39687|AN32A_HUMAN;sp|O95626|AN32D_HUMAN",2428954.737,1335405.172,3157737.726,3149546.971,1709996.627,1256030.509,1738509.884,1518441.503,1790926.509,1745779.454,16300000,10700000,1928279.47,4101227.924,7210808.251,9808821.044,9741607.929,13100000,6625486.757,5393597.131,2236244.092,1762676.388,4052580.132,3299296.458,5872105.48,6778448.483,1579038.997,2664684.143,1157542.69,715788.0865,5049922.054,3240936.09,0.559,1.6401,0.935654,0.800725,0.818117,0.931357482657249,0.928747365638167,0.814612752880766
"sp|P02686|MBP_HUMAN",60700000,51500000,2.31e+09,2.43e+09,3.21e+09,3.31e+09,7.75e+08,7.39e+08,1.28e+08,1.28e+08,9.46e+09,7.77e+09,30100000,30400000,19100000,18500000,21200000,20900000,1.69e+08,1.74e+08,6.28e+08,6.57e+08,1.31e+09,1.32e+09,30900000,35600000,3.09e+08,3.37e+08,57600000,57400000,1.64e+08,1.51e+08,-1.393,-1.6395,0.044855,0.835894,0.014346,0.0409079307015875,0.0408784277559426,0.012852929313011
"sp|Q16204|CCDC6_HUMAN",545368.9545,322875.2603,6846515.503,6800925.243,1488254.925,1174667.139,4815502.427,4735038.798,2306667.97,2282489.049,6932987.419,5085221.822,1882067.058,1330344.942,934414.9258,891804.1501,1366369.544,1285524.483,6139985.871,6496399.36,2906926.234,2691812.641,3458266.816,3663901.708,2655896.874,3217633.175,4313145.08,4435445.974,1469523.444,1398537.886,2045598.607,1935468.74,0.532,1.6394,0.935879,0.800836,0.818076,0.931595210132489,0.928984920623908,0.81457191842084
"sp|Q7Z4H3|HDDC2_HUMAN",14787.2327,4620.4082,229286.4051,310486.4772,81439.1765,72411.2001,234310.0874,203991.5013,178328.1711,187735.9558,655843.0424,495357.0072,88683.4911,90223.5175,18285.0373,18352.9621,163874.2049,151110.3802,351137.1628,308691.4348,93529.5131,98127.8089,225755.4553,173258.7217,208277.0065,212950.8535,291346.7018,292177.9792,9631.3505,4648.9328,306655.9713,249712.3271,0.923,1.6384,0.936202,0.800994,0.818017,0.931947907352553,0.929337294092525,0.814513371689475
"sp|P49903|SPS1_HUMAN",66495.5779,75263.1948,43543.8141,43235.4695,28390.6862,35716.1774,15017.5079,26506.0416,26113.5641,49037.5313,400996.8064,312458.9606,390225.5715,343183.9562,471589.7475,434446.9359,554080.3019,540946.4178,76335.0629,140844.8716,25766.0906,33476.392,110941.6451,88878.7134,102076.4177,117166.4739,61428.9168,56195.8794,27517.5242,5089.7168,326991.2698,267576.9299,0.835,1.6378,0.936396,0.801089,0.817982,0.932152863832013,0.929542093027377,0.814478124982779
"sp|P49736|MCM2_HUMAN",152525.9517,50034.5292,47113.74,72234.273,10215.6888,11622.6291,35171.0906,47833.5278,23951.9394,19397.1441,407773.3353,738947.9469,1018283.694,998558.75,1583664.131,1893898.145,2624610.446,2736258.691,44117.3462,295593.305,27383.2984,136506.1076,37195.439,122247.1516,77677.4856,93893.3781,42526.4577,53792.2485,19449.9412,3462.8423,51738.8934,41149.4738,1.217,1.6353,0.937203,0.801486,0.817833,0.933017227814108,0.930405729913727,0.814330304471586
